LABEL,ABBR,CAP,LOC,POS,POS+1,POS-1,PREF,SUFF,WORD,WORD+1,WORD-1,TAG,TAG+1,TAG-1
-,0,0,0,DET,NOUN,VERB,0,0,a,response,requested,DT,NN,VBN
-,0,0,0,NOUN,ADP,DET,0,0,response,from,a,NN,IN,DT
-,0,0,0,ADP,PROPN,NOUN,0,0,from,TaftBroadcasting,response,IN,NNP,NN
-,0,1,0,PROPN,PROPN,ADP,0,1,TaftBroadcasting,Co,from,NNP,NNP,IN
I-AQ,0,1,0,PROPN,ADP,PROPN,0,0,Co,by,TaftBroadcasting,NNP,IN,NNP
-,0,0,0,ADP,PROPN,PROPN,0,0,by,March,Co,IN,NNP,NNP
-,0,1,0,PROPN,NUM,ADP,0,0,March,12.Earlier,by,NNP,CD,IN
-,0,0,0,NUM,NOUN,PROPN,0,0,12.Earlier,"today,",March,CD,NN,NNP
-,0,0,0,NOUN,PUNCT,NUM,0,0,"today,",Taft,12.Earlier,NN,",",CD
I-SELL,0,1,0,PUNCT,PROPN,NOUN,0,0,Taft,Broadcasting,"today,",",",NNP,NN
I-AQ,0,1,0,PROPN,PROPN,PUNCT,0,0,Broadcasting,said,Taft,NNP,NNP,","
-,0,0,0,PROPN,VERB,PROPN,0,0,said,"Taft,",Broadcasting,NNP,VBD,NNP
-,0,1,0,VERB,PROPN,PROPN,0,0,"Taft,",the,said,VBD,NNP,NNP
-,0,0,0,PROPN,PUNCT,VERB,0,0,the,company'svice,"Taft,",NNP,",",VBD
-,0,0,0,PUNCT,DET,PROPN,0,0,company'svice,"chairman,",the,",",DT,NNP
-,0,0,0,DET,PROPN,PUNCT,0,0,"chairman,",and,company'svice,DT,NNP,","
-,0,0,0,PROPN,NOUN,DET,0,0,and,Narragansett,"chairman,",NNP,NN,DT
B-PURCH,0,1,0,NOUN,PUNCT,PROPN,0,0,Narragansett,had,and,NN,",",NNP
-,0,0,0,PUNCT,CCONJ,NOUN,0,0,had,offered,Narragansett,",",CC,NN
-,0,0,0,CCONJ,PROPN,PUNCT,0,0,offered,145,had,CC,NNP,","
-,0,0,0,PROPN,AUX,CCONJ,0,0,145,dlrs,offered,NNP,VBD,CC
-,0,0,0,AUX,VERB,PROPN,0,0,dlrs,for,145,VBD,VBN,NNP
-,0,0,0,VERB,NUM,AUX,0,0,for,eachof,dlrs,VBN,CD,VBD
-,0,0,0,NUM,NOUN,VERB,0,0,eachof,Taft's,for,CD,NN,VBN
-,0,1,0,NOUN,ADP,NUM,0,0,Taft's,9.2,eachof,NN,IN,CD
-,0,0,0,ADP,PROPN,NOUN,0,0,9.2,mln,Taft's,IN,NNP,NN
-,0,0,0,PROPN,PROPN,ADP,0,0,mln,outstanding,9.2,NNP,NNP,IN
-,0,0,0,PROPN,PART,PROPN,0,0,outstanding,shares.,mln,NNP,POS,NNP
-,0,0,0,PART,OMEGAPOS,PROPN,0,0,shares.,OMEGA,outstanding,POS,OMEGATAG,NNP
-,0,1,0,DET,NOUN,PHIPOS,0,0,The,company,PHI,DT,NN,PHITAG
-,0,0,0,NOUN,VERB,DET,0,0,company,said,The,NN,VBD,DT
-,0,0,0,VERB,DET,NOUN,0,0,said,the,company,VBD,DT,NN
-,0,0,0,DET,NOUN,VERB,0,0,the,offer,said,DT,NN,VBD
-,0,0,0,NOUN,AUX,DET,0,0,offer,is,the,NN,VBZ,DT
-,0,0,0,AUX,VERB,NOUN,0,0,is,conditioned,offer,VBZ,VBN,NN
-,0,0,0,VERB,ADP,AUX,0,0,conditioned,on,is,VBN,IN,VBZ
-,0,0,0,ADP,NOUN,VERB,0,0,on,approval,conditioned,IN,NN,VBN
-,0,0,0,NOUN,NOUN,ADP,0,0,approval,ofits,on,NN,NNS,IN
-,0,0,0,NOUN,NOUN,NOUN,0,0,ofits,"board,",approval,NNS,NN,NN
-,0,0,0,NOUN,PUNCT,NOUN,0,0,"board,",but,ofits,NN,",",NNS
-,0,0,0,PUNCT,CCONJ,NOUN,0,0,but,a,"board,",",",CC,NN
-,0,0,0,CCONJ,DET,PUNCT,0,0,a,spokesman,but,CC,DT,","
-,0,0,0,DET,NOUN,CCONJ,0,0,spokesman,declined,a,DT,NN,CC
-,0,0,0,NOUN,VERB,DET,0,0,declined,comment,spokesman,NN,VBD,DT
-,0,0,0,VERB,NOUN,NOUN,0,0,comment,on,declined,VBD,NN,NN
-,0,0,0,NOUN,ADP,VERB,0,0,on,whether,comment,NN,IN,VBD
-,0,0,0,ADP,SCONJ,NOUN,0,0,whether,or,on,IN,IN,NN
-,0,0,0,SCONJ,CCONJ,ADP,0,0,or,notthe,whether,IN,CC,IN
-,0,0,0,CCONJ,DET,SCONJ,0,0,notthe,board,or,CC,DT,IN
-,0,0,0,DET,NOUN,CCONJ,0,0,board,has,notthe,DT,NN,CC
-,0,0,0,NOUN,AUX,DET,0,0,has,scheduled,board,NN,VBZ,DT
-,0,0,0,AUX,VERB,NOUN,0,0,scheduled,a,has,VBZ,VBN,NN
-,0,0,0,VERB,DET,AUX,0,0,a,meeting.,scheduled,VBN,DT,VBZ
-,0,0,0,DET,OMEGAPOS,VERB,0,0,meeting.,OMEGA,a,DT,OMEGATAG,VBN
-,0,1,0,DET,PROPN,PHIPOS,0,0,The,Narragansett/Taft,PHI,DT,NNP,PHITAG
-,0,1,0,PROPN,SYM,DET,0,0,Narragansett/Taft,group,The,NNP,SYM,DT
-,0,0,0,SYM,PROPN,PROPN,0,0,group,will,Narragansett/Taft,SYM,NNP,NNP
-,0,0,0,PROPN,NOUN,SYM,0,0,will,provide,group,NNP,NN,SYM
-,0,0,0,NOUN,AUX,PROPN,0,0,provide,the,will,NN,MD,NNP
-,0,0,0,AUX,VERB,NOUN,0,0,the,equity,provide,MD,VB,NN
-,0,0,0,VERB,DET,AUX,0,0,equity,portionof,the,VB,DT,MD
-,0,0,0,DET,NOUN,VERB,0,0,portionof,the,equity,DT,NN,VB
-,0,0,0,NOUN,NOUN,DET,0,0,the,offer,portionof,NN,NN,DT
-,0,0,0,NOUN,DET,NOUN,0,0,offer,by,the,NN,DT,NN
-,0,0,0,DET,NOUN,NOUN,0,0,by,contributing,offer,DT,NN,NN
-,0,0,0,NOUN,ADP,DET,0,0,contributing,at,by,NN,IN,DT
-,0,0,0,ADP,VERB,NOUN,0,0,at,least,contributing,IN,VBG,NN
-,0,0,0,VERB,ADV,ADP,0,0,least,125,at,VBG,RB,IN
-,0,0,0,ADV,ADV,VERB,0,0,125,mln,least,RB,RBS,VBG
-,0,0,0,ADV,NUM,ADV,0,0,mln,dlrs,125,RBS,CD,RB
-,0,0,0,NUM,NOUN,ADV,0,0,dlrs,in,mln,CD,NN,RBS
-,0,0,0,NOUN,PROPN,NUM,0,0,in,cash,dlrs,NN,NNP,CD
-,0,0,0,PROPN,ADP,NOUN,0,0,cash,andTaft,in,NNP,IN,NN
-,0,0,0,ADP,NOUN,PROPN,0,0,andTaft,Broadcasting,cash,IN,NN,NNP
I-AQ,0,1,0,NOUN,NOUN,ADP,0,0,Broadcasting,"common,",andTaft,NN,NN,IN
-,0,0,0,NOUN,VERB,NOUN,0,0,"common,",Narragansett,Broadcasting,NN,VBG,NN
B-PURCH,0,1,0,VERB,ADJ,NOUN,0,0,Narragansett,said.,"common,",VBG,JJ,NN
-,0,0,0,ADJ,OMEGAPOS,VERB,0,0,said.,OMEGA,Narragansett,JJ,OMEGATAG,VBG
-,0,1,0,PRON,VERB,PHIPOS,0,0,It,said,PHI,PRP,VBD,PHITAG
-,0,0,0,VERB,DET,PRON,0,0,said,the,It,VBD,DT,PRP
-,0,0,0,DET,NOUN,VERB,0,0,the,group,said,DT,NN,VBD
-,0,0,0,NOUN,AUX,DET,0,0,group,has,the,NN,VBZ,DT
-,0,0,0,AUX,AUX,NOUN,0,0,has,been,group,VBZ,VBN,NN
-,0,0,0,AUX,VERB,AUX,0,0,been,advised,has,VBN,VBN,VBZ
-,0,0,0,VERB,ADP,AUX,0,0,advised,by,been,VBN,IN,VBN
-,0,0,0,ADP,PROPN,VERB,0,0,by,First,advised,IN,NNP,VBN
-,0,1,0,PROPN,PROPN,ADP,0,0,First,Boston,by,NNP,NNP,IN
-,0,1,0,PROPN,PROPN,PROPN,0,0,Boston,Inc'sFirst,First,NNP,NNP,NNP
-,0,1,0,PROPN,PROPN,PROPN,0,0,Inc'sFirst,Boston,Boston,NNP,NNP,NNP
-,0,1,0,PROPN,PROPN,PROPN,0,1,Boston,Corp,Inc'sFirst,NNP,NNP,NNP
-,0,1,0,PROPN,SCONJ,PROPN,0,0,Corp,that,Boston,NNP,IN,NNP
-,0,0,0,SCONJ,DET,PROPN,0,0,that,the,Corp,IN,DT,NNP
-,0,0,0,DET,NOUN,SCONJ,0,0,the,investment,that,DT,NN,IN
-,0,0,0,NOUN,NOUN,DET,0,0,investment,banker,the,NN,NN,DT
-,0,0,0,NOUN,AUX,NOUN,0,0,banker,is,investment,NN,VBZ,NN
-,0,0,0,AUX,PUNCT,NOUN,0,0,is,"""highlyconfident",banker,VBZ,``,NN
-,0,0,0,PUNCT,ADJ,AUX,0,0,"""highlyconfident",that,is,``,JJ,VBZ
-,0,0,0,ADJ,SCONJ,PUNCT,0,0,that,financing,"""highlyconfident",JJ,IN,``
-,0,0,0,SCONJ,NOUN,ADJ,0,0,financing,for,that,IN,NN,JJ
-,0,0,0,NOUN,ADP,SCONJ,0,0,for,the,financing,NN,IN,IN
-,0,0,0,ADP,DET,NOUN,0,0,the,acquisition,for,IN,DT,NN
-,0,0,0,DET,NOUN,ADP,0,0,acquisition,can,the,DT,NN,IN
-,0,0,0,NOUN,AUX,DET,0,0,can,beconsummated.,acquisition,NN,MD,DT
-,0,0,0,AUX,OMEGAPOS,NOUN,0,0,beconsummated.,OMEGA,can,MD,OMEGATAG,NN
-,0,0,0,PUNCT,PROPN,PHIPOS,0,0,"""Narragansett",said,PHI,``,NNP,PHITAG
-,0,0,0,PROPN,VERB,PUNCT,0,0,said,the,"""Narragansett",NNP,VBD,``
-,0,0,0,VERB,DET,PROPN,0,0,the,offer,said,VBD,DT,NNP
-,0,0,0,DET,NOUN,VERB,0,0,offer,is,the,DT,NN,VBD
-,0,0,0,NOUN,AUX,DET,0,0,is,subject,offer,NN,VBZ,DT
-,0,0,0,AUX,ADJ,NOUN,0,0,subject,to,is,VBZ,JJ,NN
-,0,0,0,ADJ,ADP,AUX,0,0,to,negotiation,subject,JJ,IN,VBZ
-,0,0,0,ADP,NOUN,ADJ,0,0,negotiation,of,to,IN,NN,JJ
-,0,0,0,NOUN,ADP,ADP,0,0,of,adefinitive,negotiation,NN,IN,IN
-,0,0,0,ADP,ADJ,NOUN,0,0,adefinitive,merger,of,IN,JJ,NN
-,0,0,0,ADJ,NOUN,ADP,0,0,merger,agreement,adefinitive,JJ,NN,IN
-,0,0,0,NOUN,NOUN,ADJ,0,0,agreement,and,merger,NN,NN,JJ
-,0,0,0,NOUN,CCONJ,NOUN,0,0,and,definitive,agreement,NN,CC,NN
-,0,0,0,CCONJ,ADJ,NOUN,0,0,definitive,financing,and,CC,JJ,NN
-,0,0,0,ADJ,NOUN,CCONJ,0,0,financing,agreementsas,definitive,JJ,NN,CC
-,0,0,0,NOUN,NOUN,ADJ,0,0,agreementsas,well,financing,NN,NN,JJ
-,0,0,0,NOUN,ADV,NOUN,0,0,well,as,agreementsas,NN,RB,NN
-,0,0,0,ADV,ADP,NOUN,0,0,as,approval,well,RB,IN,NN
-,0,0,0,ADP,NOUN,ADV,0,0,approval,by,as,IN,NN,RB
-,0,0,0,NOUN,ADP,ADP,0,0,by,"regulators,",approval,NN,IN,IN
-,0,0,0,ADP,NOUN,NOUN,0,0,"regulators,",Taft's,by,IN,NNS,NN
-,0,1,0,NOUN,PUNCT,ADP,0,0,Taft's,board,"regulators,",NNS,",",IN
-,0,0,0,PUNCT,PROPN,NOUN,0,0,board,and,Taft's,",",NNP,NNS
-,0,0,0,PROPN,PART,PUNCT,0,0,and,Taft'sstockholders.,board,NNP,POS,","
-,0,1,0,PART,OMEGAPOS,PROPN,0,0,Taft'sstockholders.,OMEGA,and,POS,OMEGATAG,NNP
-,0,1,0,DET,PROPN,PHIPOS,0,0,The,Narragansett/Taft,PHI,DT,NNP,PHITAG
-,0,1,0,PROPN,SYM,DET,0,0,Narragansett/Taft,group,The,NNP,SYM,DT
-,0,0,0,SYM,PROPN,PROPN,0,0,group,said,Narragansett/Taft,SYM,NNP,NNP
-,0,0,0,PROPN,NOUN,SYM,0,0,said,its,group,NNP,NN,SYM
-,0,0,0,NOUN,VERB,PROPN,0,0,its,letter,said,NN,VBD,NNP
-,0,0,0,VERB,PRON,NOUN,0,0,letter,to,its,VBD,PRP$,NN
-,0,0,0,PRON,NOUN,VERB,0,0,to,Taft's,letter,PRP$,NN,VBD
-,0,1,0,NOUN,ADP,PRON,0,0,Taft's,boardstates,to,NN,IN,PRP$
-,0,0,0,ADP,PROPN,NOUN,0,0,boardstates,the,Taft's,IN,NNP,NN
-,0,0,0,PROPN,PART,ADP,0,0,the,group,boardstates,NNP,POS,IN
-,0,0,0,PART,NOUN,PROPN,0,0,group,intends,the,POS,NNS,NNP
-,0,0,0,NOUN,DET,PART,0,0,intends,to,group,NNS,DT,POS
-,0,0,0,DET,NOUN,NOUN,0,0,to,return,intends,DT,NN,NNS
-,0,0,0,NOUN,VERB,DET,0,0,return,control,to,NN,VBZ,DT
-,0,0,0,VERB,PART,NOUN,0,0,control,over,return,VBZ,TO,NN
-,0,0,0,PART,VERB,VERB,0,0,over,a,control,TO,VB,VBZ
-,0,0,0,VERB,NOUN,PART,0,0,a,significantportion,over,VB,NN,TO
-,0,0,0,NOUN,ADP,VERB,0,0,significantportion,of,a,NN,IN,VB
-,0,0,0,ADP,DET,NOUN,0,0,of,the,significantportion,IN,DT,NN
-,0,0,0,DET,NOUN,ADP,0,0,the,company's,of,DT,NN,IN
-,0,0,0,NOUN,ADP,DET,0,0,company's,equity,the,NN,IN,DT
-,0,0,0,ADP,DET,NOUN,0,0,equity,to,company's,IN,DT,NN
-,0,0,0,DET,NOUN,ADP,0,0,to,the,equity,DT,NN,IN
-,0,0,0,NOUN,PART,DET,0,0,the,Taft,to,NN,POS,DT
I-SELL,0,1,0,PART,NOUN,NOUN,0,0,Taft,family,the,POS,NN,NN
-,0,0,0,NOUN,ADP,PART,0,0,family,whileproviding,Taft,NN,IN,POS
-,0,0,0,ADP,DET,NOUN,0,0,whileproviding,other,family,IN,DT,NN
-,0,0,0,DET,PROPN,ADP,0,0,other,stockholders,whileproviding,DT,NNP,IN
-,0,0,0,PROPN,NOUN,DET,0,0,stockholders,with,other,NNP,NN,DT
-,0,0,0,NOUN,VERB,PROPN,0,0,with,a,stockholders,NN,VBG,NNP
-,0,0,0,VERB,ADJ,NOUN,0,0,a,means,with,VBG,JJ,NN
-,0,0,0,ADJ,NOUN,VERB,0,0,means,of,a,JJ,NNS,VBG
-,0,0,0,NOUN,ADP,ADJ,0,0,of,realizing,means,NNS,IN,JJ
-,0,0,0,ADP,DET,NOUN,0,0,realizing,a,of,IN,DT,NNS
-,0,0,0,DET,NOUN,ADP,0,0,a,veryattractive,realizing,DT,NN,IN
-,0,0,0,NOUN,ADP,DET,0,0,veryattractive,value,a,NN,IN,DT
-,0,0,0,ADP,VERB,NOUN,0,0,value,for,veryattractive,IN,VBG,NN
-,0,0,0,VERB,DET,ADP,0,0,for,their,value,VBG,DT,IN
-,0,0,0,DET,ADJ,VERB,0,0,their,shares.,for,DT,JJ,VBG
-,0,0,0,ADJ,OMEGAPOS,DET,0,0,shares.,OMEGA,their,JJ,OMEGATAG,DT
-,0,1,0,PROPN,OMEGAPOS,PHIPOS,0,0,Reuter,OMEGA,PHI,NNP,OMEGATAG,PHITAG
B-PURCH,0,1,0,PROPN,PROPN,PHIPOS,0,0,Santa,Fe,PHI,NNP,NNP,PHITAG
I-PURCH,0,1,0,PROPN,PROPN,PROPN,0,0,Fe,Southern,Santa,NNP,NNP,NNP
B-SELL,0,1,0,PROPN,PROPN,PROPN,0,0,Southern,Pacific,Fe,NNP,NNP,NNP
I-SELL,0,1,0,PROPN,PROPN,PROPN,0,1,Pacific,Corp,Southern,NNP,NNP,NNP
I-PURCH,0,1,0,PROPN,VERB,PROPN,0,0,Corp,said,Pacific,NNP,VBD,NNP
-,0,0,0,VERB,VERB,PROPN,0,0,said,itfiled,Corp,VBD,VBD,NNP
-,0,0,0,VERB,DET,VERB,0,0,itfiled,a,said,VBD,DT,VBD
-,0,0,0,DET,NOUN,VERB,0,0,a,petition,itfiled,DT,NN,VBD
-,0,0,0,NOUN,VERB,DET,0,0,petition,asking,a,NN,VBG,DT
-,0,0,0,VERB,DET,NOUN,0,0,asking,the,petition,VBG,DT,NN
-,0,0,0,DET,PROPN,VERB,0,0,the,U.S.,asking,DT,NNP,VBG
-,1,1,0,PROPN,PROPN,DET,0,0,U.S.,Interstate,the,NNP,NNP,DT
-,0,1,0,PROPN,PROPN,PROPN,0,0,Interstate,Commerce,U.S.,NNP,NNP,NNP
-,0,1,0,PROPN,PROPN,PROPN,0,0,Commerce,Commissionto,Interstate,NNP,NNP,NNP
-,0,1,0,PROPN,VERB,PROPN,0,0,Commissionto,reconsider,Commerce,NNP,VB,NNP
-,0,0,0,VERB,PRON,PROPN,0,0,reconsider,its,Commissionto,VB,PRP$,NNP
-,0,0,0,PRON,ADJ,VERB,0,0,its,earlier,reconsider,PRP$,JJR,VB
-,0,0,0,ADJ,NOUN,PRON,0,0,earlier,rejection,its,JJR,NN,PRP$
-,0,0,0,NOUN,ADP,ADJ,0,0,rejection,of,earlier,NN,IN,JJR
-,0,0,0,ADP,DET,NOUN,0,0,of,the,rejection,IN,DT,NN
-,0,0,0,DET,NOUN,ADP,0,0,the,merger,of,DT,NN,IN
-,0,0,0,NOUN,ADP,DET,0,0,merger,of,the,NN,IN,DT
-,0,0,0,ADP,VERB,NOUN,0,0,of,theholding,merger,IN,VBG,NN
-,0,0,0,VERB,NOUN,ADP,0,0,theholding,company's,of,VBG,NN,IN
-,0,0,0,NOUN,PART,VERB,0,0,company's,railroad,theholding,NN,POS,VBG
B-AQB,0,0,0,PART,NOUN,NOUN,0,0,railroad,assets.,company's,POS,NN,NN
-,0,0,0,NOUN,OMEGAPOS,PART,0,0,assets.,OMEGA,railroad,NN,OMEGATAG,POS
-,0,1,0,DET,PROPN,PHIPOS,0,0,The,ICC,PHI,DT,NNP,PHITAG
-,0,1,0,PROPN,AUX,DET,0,0,ICC,had,The,NNP,VBD,DT
-,0,0,0,AUX,VERB,PROPN,0,0,had,rejected,ICC,VBD,VBN,NNP
-,0,0,0,VERB,ADP,AUX,0,0,rejected,in,had,VBN,IN,VBD
-,0,0,0,ADP,PROPN,VERB,0,0,in,July,rejected,IN,NNP,VBN
-,0,1,0,PROPN,DET,ADP,0,0,July,the,in,NNP,DT,IN
-,0,0,0,DET,NOUN,PROPN,0,0,the,merger,July,DT,NN,NNP
-,0,0,0,NOUN,ADP,DET,0,0,merger,of,the,NN,IN,DT
-,0,0,0,ADP,DET,NOUN,0,0,of,the,merger,IN,DT,NN
-,0,0,0,DET,PROPN,ADP,0,0,the,Santa,of,DT,NNP,IN
B-PURCH,0,1,0,PROPN,PROPN,DET,0,0,Santa,Fe,the,NNP,NNP,DT
I-PURCH,0,1,0,PROPN,PROPN,PROPN,0,0,Fe,andSouthern,Santa,NNP,NNP,NNP
-,0,0,0,PROPN,PROPN,PROPN,0,0,andSouthern,Pacific,Fe,NNP,NNP,NNP
I-SELL,0,1,0,PROPN,PROPN,PROPN,0,0,Pacific,Railroads,andSouthern,NNP,NNPS,NNP
I-SELL,0,1,0,PROPN,ADP,PROPN,0,0,Railroads,on,Pacific,NNPS,IN,NNP
-,0,0,0,ADP,DET,PROPN,0,0,on,the,Railroads,IN,DT,NNPS
-,0,0,0,DET,NOUN,ADP,0,0,the,grounds,on,DT,NNS,IN
-,0,0,0,NOUN,SCONJ,DET,0,0,grounds,that,the,NNS,IN,DT
-,0,0,0,SCONJ,PRON,NOUN,0,0,that,it,grounds,IN,PRP,NNS
-,0,0,0,PRON,AUX,SCONJ,0,0,it,would,that,PRP,MD,IN
-,0,0,0,AUX,VERB,PRON,0,0,would,reducecompetition.,it,MD,VB,PRP
-,0,0,0,VERB,OMEGAPOS,AUX,0,0,reducecompetition.,OMEGA,would,VB,OMEGATAG,MD
B-PURCH,0,1,0,PROPN,PROPN,PHIPOS,0,0,Santa,Fe,PHI,NNP,NNP,PHITAG
I-PURCH,0,1,0,PROPN,ADP,PROPN,0,0,Fe,in,Santa,NNP,IN,NNP
-,0,0,0,ADP,PRON,PROPN,0,0,in,its,Fe,IN,PRP$,NNP
-,0,0,0,PRON,NOUN,ADP,0,0,its,petition,in,PRP$,NN,IN
-,0,0,0,NOUN,VERB,PRON,0,0,petition,outlines,its,NN,VBZ,PRP$
-,0,0,0,VERB,DET,NOUN,0,0,outlines,an,petition,VBZ,DT,NN
-,0,0,0,DET,NOUN,VERB,0,0,an,array,outlines,DT,NN,VBZ
-,0,0,0,NOUN,NOUN,DET,0,0,array,ofpro-competitive,an,NN,NN,DT
-,0,0,0,NOUN,PUNCT,NOUN,0,0,ofpro-competitive,agreements,array,NN,HYPH,NN
-,0,0,0,PUNCT,ADJ,NOUN,0,0,agreements,with,ofpro-competitive,HYPH,JJ,NN
-,0,0,0,ADJ,NOUN,PUNCT,0,0,with,other,agreements,JJ,NNS,HYPH
-,0,0,0,NOUN,ADP,ADJ,0,0,other,railroads,with,NNS,IN,JJ
-,0,0,0,ADP,ADJ,NOUN,0,0,railroads,which,other,IN,JJ,NNS
-,0,0,0,ADJ,NOUN,ADP,0,0,which,wouldpreserve,railroads,JJ,NNS,IN
-,0,0,0,NOUN,DET,ADJ,0,0,wouldpreserve,the,which,NNS,WDT,JJ
-,0,0,0,DET,VERB,NOUN,0,0,the,economic,wouldpreserve,WDT,VBP,NNS
-,0,0,0,VERB,DET,DET,0,0,economic,benefits,the,VBP,DT,WDT
-,0,0,0,DET,ADJ,VERB,0,0,benefits,of,economic,DT,JJ,VBP
-,0,0,0,ADJ,NOUN,DET,0,0,of,the,benefits,JJ,NNS,DT
-,0,0,0,NOUN,ADP,ADJ,0,0,the,merger,of,NNS,IN,JJ
-,0,0,0,ADP,DET,NOUN,0,0,merger,for,the,IN,DT,NNS
-,0,0,0,DET,NOUN,ADP,0,0,for,the,merger,DT,NN,IN
-,0,0,0,NOUN,ADP,DET,0,0,the,mergedrailroad,for,NN,IN,DT
-,0,0,0,ADP,DET,NOUN,0,0,mergedrailroad,and,the,IN,DT,NN
-,0,0,0,DET,NOUN,ADP,0,0,and,the,mergedrailroad,DT,NN,IN
-,0,0,0,NOUN,CCONJ,DET,0,0,the,public.,and,NN,CC,DT
-,0,0,0,CCONJ,OMEGAPOS,NOUN,0,0,public.,OMEGA,the,CC,OMEGATAG,NN
-,0,1,0,SCONJ,DET,PHIPOS,0,0,If,the,PHI,IN,DT,PHITAG
-,0,0,0,DET,NOUN,SCONJ,0,0,the,commission,If,DT,NN,IN
-,0,0,0,NOUN,VERB,DET,0,0,commission,agrees,the,NN,VBZ,DT
-,0,0,0,VERB,SCONJ,NOUN,0,0,agrees,that,commission,VBZ,IN,NN
-,0,0,0,SCONJ,ADJ,VERB,0,0,that,public,agrees,IN,JJ,VBZ
-,0,0,0,ADJ,NOUN,SCONJ,0,0,public,benefits,that,JJ,NNS,IN
-,0,0,0,NOUN,ADJ,ADJ,0,0,benefits,andcompetitive,public,NNS,JJ,JJ
-,0,0,0,ADJ,NOUN,NOUN,0,0,andcompetitive,enhancements,benefits,JJ,NNS,NNS
-,0,0,0,NOUN,AUX,ADJ,0,0,enhancements,will,andcompetitive,NNS,MD,JJ
-,0,0,0,AUX,VERB,NOUN,0,0,will,"result,",enhancements,MD,VB,NNS
-,0,0,0,VERB,PUNCT,AUX,0,0,"result,",it,will,VB,",",MD
-,0,0,0,PUNCT,PRON,VERB,0,0,it,can,"result,",",",PRP,VB
-,0,0,0,PRON,AUX,PUNCT,0,0,can,vote,it,PRP,MD,","
-,0,0,0,AUX,VERB,PRON,0,0,vote,to,can,MD,VB,PRP
-,0,0,0,VERB,PART,AUX,0,0,to,reopen,vote,VB,TO,MD
-,0,0,0,PART,VERB,VERB,0,0,reopen,themerger,to,TO,VB,VB
-,0,0,0,VERB,DET,PART,0,0,themerger,case.,reopen,VB,DT,TO
-,0,0,0,DET,OMEGAPOS,VERB,0,0,case.,OMEGA,themerger,DT,OMEGATAG,VB
-,0,1,0,ADJ,NOUN,PHIPOS,0,0,Interested,parties,PHI,JJ,NNS,PHITAG
-,0,0,0,NOUN,VERB,ADJ,0,0,parties,have,Interested,NNS,VBP,JJ
-,0,0,0,VERB,ADP,NOUN,0,0,have,until,parties,VBP,IN,NNS
-,0,0,0,ADP,PROPN,VERB,0,0,until,March,have,IN,NNP,VBP
-,0,1,0,PROPN,NUM,ADP,0,0,March,25,until,NNP,CD,IN
-,0,0,0,NUM,ADP,PROPN,0,0,25,to,March,CD,IN,NNP
-,0,0,0,ADP,NOUN,NUM,0,0,to,filestatements,25,IN,NNS,CD
-,0,0,0,NOUN,ADP,ADP,0,0,filestatements,in,to,NNS,IN,IN
-,0,0,0,ADP,NOUN,NOUN,0,0,in,response,filestatements,IN,NN,NNS
-,0,0,0,NOUN,ADP,ADP,0,0,response,to,in,NN,IN,IN
-,0,0,0,ADP,DET,NOUN,0,0,to,the,response,IN,DT,NN
-,0,0,0,DET,ADJ,ADP,0,0,the,supplemental,to,DT,JJ,IN
-,0,0,0,ADJ,NOUN,DET,0,0,supplemental,petition.,the,JJ,NN,DT
-,0,0,0,NOUN,OMEGAPOS,ADJ,0,0,petition.,OMEGA,supplemental,NN,OMEGATAG,JJ
-,0,1,0,PROPN,OMEGAPOS,PHIPOS,0,0,Reuter,OMEGA,PHI,NNP,OMEGATAG,PHITAG
-,0,1,0,PROPN,PART,PHIPOS,0,0,Sweden's,Nordbanken,PHI,NNP,POS,PHITAG
I-SELL,0,1,0,PART,PROPN,PROPN,0,0,Nordbanken,banking,Sweden's,POS,NNP,NNP
-,0,0,0,PROPN,NOUN,PART,0,0,banking,groupsaid,Nordbanken,NNP,NN,POS
-,0,0,0,NOUN,VERB,PROPN,0,0,groupsaid,it,banking,NN,VBD,NNP
-,0,0,0,VERB,PRON,NOUN,0,0,it,would,groupsaid,VBD,PRP,NN
-,0,0,0,PRON,AUX,VERB,0,0,would,sell,it,PRP,MD,VBD
-,0,0,0,AUX,VERB,PRON,0,0,sell,the,would,MD,VB,PRP
-,0,0,0,VERB,DET,AUX,0,0,the,4.2,sell,VB,DT,MD
-,0,0,0,DET,NUM,VERB,0,0,4.2,mln,the,DT,CD,VB
-,0,0,0,NUM,NOUN,DET,0,0,mln,B,4.2,CD,NN,DT
-,0,1,0,NOUN,NOUN,NUM,0,0,B,free,mln,NN,NN,CD
-,0,0,0,NOUN,ADJ,NOUN,0,0,free,shares,B,NN,JJ,NN
-,0,0,0,ADJ,NOUN,NOUN,0,0,shares,deposited,free,JJ,NNS,NN
-,0,0,0,NOUN,VERB,ADJ,0,0,deposited,as,shares,NNS,VBN,JJ
-,0,0,0,VERB,ADP,NOUN,0,0,as,loancollateral,deposited,VBN,IN,NNS
-,0,0,0,ADP,ADJ,VERB,0,0,loancollateral,by,as,IN,JJ,VBN
-,0,0,0,ADJ,ADP,ADP,0,0,by,Fermenta,loancollateral,JJ,IN,IN
B-AQ,0,1,0,ADP,PROPN,ADJ,0,0,Fermenta,AB's,by,IN,NNP,JJ
-,0,1,0,PROPN,PROPN,ADP,0,0,AB's,founder,Fermenta,NNP,NNP,IN
